split,students,prefixes,unique_mastery_states,unique_state_target_pairs,grouped_weighted_mse,prefix_level_mse,prefix_level_mae,maximum_absolute_error,prediction_min,prediction_max,teacher_min,teacher_max,pearson_correlation,spearman_correlation,coverage,per_target_raw_count,per_target_grouped_count,config_hash,checkpoint_hash,parameter_values_hash,pooled_parameter_vector_hash,bkt_parameter_artifact_hash,pooled_parameter_artifact_hash,tuple_collection_hash,split_hash,compression_config_hash,evaluator_hash
train,236,25089,11,297,8.085240111962401e-05,0.010589652531176297,0.05838552005489415,0.8361510224640369,0.34572848677635193,0.9326158165931702,0.05403808876872063,0.9986143708229065,0.8130330585453341,0.7649989757180868,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 29, 32, 36, 37, 39, 40, 41, 42, 46, 51, 52]","{'0': 25089, '1': 25089, '2': 25089, '3': 25089, '4': 25089, '5': 25089, '6': 25089, '7': 25089, '8': 25089, '10': 25089, '11': 25089, '12': 25089, '13': 25089, '15': 25089, '17': 25089, '18': 25089, '29': 25089, '32': 25089, '36': 25089, '37': 25089, '39': 25089, '40': 25089, '41': 25089, '42': 25089, '46': 25089, '51': 25089, '52': 25089}","{'0': 11, '1': 11, '2': 11, '3': 11, '4': 11, '5': 11, '6': 11, '7': 11, '8': 11, '10': 11, '11': 11, '12': 11, '13': 11, '15': 11, '17': 11, '18': 11, '29': 11, '32': 11, '36': 11, '37': 11, '39': 11, '40': 11, '41': 11, '42': 11, '46': 11, '51': 11, '52': 11}",5278da4943a3c5b271e3fbe9eb16bc9b9945f41e11195fb4b983621b8793ff0f,d285d7666e658c8f10637deffc986e408e5a15bbb2d3dcff50856cff7250d4f4,6a773d04b9ccd12f4d32736c1b5860ccc3cbc8f1ad20eb577ee655d205bf8f3f,b91780a500397f5fb457aab4707f7d5769dee5a7da373049bae5fae04c2cd503,3229ac5692fe940ed42cb4e458b4303c41327ae2ba8b5b53a740e70fbf8c586c,07db0f98b6ce62fca0f04c1515b93042b47f1332a5673693fad6fa693a929023,82a940ecaa922f66e9bb104cf3037acc3f6296920b7fc7ebdb3cdf011b8920c8,516885f2bc972e20f14939f63d1db14423b2745d3e1fc4c2914161bd0b92d435,cd6528322c5c9f2c36c5b326532b830e3593a8b3ca8b40199bb6afa0c3f44f5a,b0e749046b8f4437bc92f358fe3a644aba4614fc304a3c49168c9a9d8b77a355
validation,29,3103,7,189,0.00204106741247434,0.01270144637290471,0.0648227769388063,0.5055082440376282,0.34572848677635193,0.9326158165931702,0.1906629055738449,0.9994590878486633,0.7643174702646535,0.7229487110642422,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 15, 17, 18, 29, 32, 36, 37, 39, 40, 41, 42, 46, 51, 52]","{'0': 3103, '1': 3103, '2': 3103, '3': 3103, '4': 3103, '5': 3103, '6': 3103, '7': 3103, '8': 3103, '10': 3103, '11': 3103, '12': 3103, '13': 3103, '15': 3103, '17': 3103, '18': 3103, '29': 3103, '32': 3103, '36': 3103, '37': 3103, '39': 3103, '40': 3103, '41': 3103, '42': 3103, '46': 3103, '51': 3103, '52': 3103}","{'0': 7, '1': 7, '2': 7, '3': 7, '4': 7, '5': 7, '6': 7, '7': 7, '8': 7, '10': 7, '11': 7, '12': 7, '13': 7, '15': 7, '17': 7, '18': 7, '29': 7, '32': 7, '36': 7, '37': 7, '39': 7, '40': 7, '41': 7, '42': 7, '46': 7, '51': 7, '52': 7}",5278da4943a3c5b271e3fbe9eb16bc9b9945f41e11195fb4b983621b8793ff0f,d285d7666e658c8f10637deffc986e408e5a15bbb2d3dcff50856cff7250d4f4,6a773d04b9ccd12f4d32736c1b5860ccc3cbc8f1ad20eb577ee655d205bf8f3f,b91780a500397f5fb457aab4707f7d5769dee5a7da373049bae5fae04c2cd503,3229ac5692fe940ed42cb4e458b4303c41327ae2ba8b5b53a740e70fbf8c586c,07db0f98b6ce62fca0f04c1515b93042b47f1332a5673693fad6fa693a929023,82a940ecaa922f66e9bb104cf3037acc3f6296920b7fc7ebdb3cdf011b8920c8,516885f2bc972e20f14939f63d1db14423b2745d3e1fc4c2914161bd0b92d435,cd6528322c5c9f2c36c5b326532b830e3593a8b3ca8b40199bb6afa0c3f44f5a,b0e749046b8f4437bc92f358fe3a644aba4614fc304a3c49168c9a9d8b77a355
