method,display_name,target_node,planned_runs,provider_responses,valid_runs,model_invalid_runs,transport_ambiguous_runs,model_validity_rate,validity_rate,pipeline_yield,mean_evaluation_cost,median_evaluation_cost,optimal_cost,mean_normalized_regret,median_normalized_regret,std_normalized_regret,p05_normalized_regret,p95_normalized_regret,min_normalized_regret,max_normalized_regret
gpt56_sol_zero,GPT-5.6 SOL Zero,18,20,20,20,0,0,1.0,1.0,1.0,2499.8404682040364,2500.0270982555417,2499.402241030157,0.00017533279225159218,0.00025000266668854225,0.00010088463157394892,3.768896408952478e-05,0.00025308965704936377,0.0,0.00031174247390497223
gpt56_sol_zero,GPT-5.6 SOL Zero,29,20,20,20,0,0,1.0,1.0,1.0,536.5474715636964,536.5474715636964,536.5474715636964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt56_sol_zero,GPT-5.6 SOL Zero,36,20,20,20,0,0,1.0,1.0,1.0,2711.2224590006567,2711.3180017574696,2710.7489993360227,0.00017466009016330877,0.00020990597860074276,0.00010453595348284194,4.61007737223261e-05,0.00032356742832038207,4.61007737223261e-05,0.0003685624161221449
gpt56_sol_zero,GPT-5.6 SOL Zero,39,20,20,20,0,0,1.0,1.0,1.0,2412.9058332374334,2412.8620917041203,2412.3449305605654,0.00023251346429037207,0.00021438109326873242,8.236032860860738e-05,0.00016257771115149404,0.00042160253694172744,0.00016257771115149404,0.00042160253694172744
gpt56_sol_zero,GPT-5.6 SOL Zero,42,20,20,20,0,0,1.0,1.0,1.0,2374.2554403210656,2374.4033671079433,2373.8902194904344,0.00015384908182885262,0.00021616316259939362,0.00010061969396969839,5.001041916357316e-05,0.00026647098118400697,0.0,0.00032822488230716283
gpt56_sol_zero,GPT-5.6 SOL Zero,46,20,20,20,0,0,1.0,1.0,1.0,1195.1774424284972,1195.2173457615563,1194.9513235411628,0.00018922853415018616,0.00022262180488257194,7.949188431009594e-05,0.0,0.00022262180488257194,0.0,0.00022262180488257194
gpt56_sol_zero,GPT-5.6 SOL Zero,52,20,20,20,0,0,1.0,1.0,1.0,2348.504970950139,2348.6663269494734,2347.887157111571,0.000263136086713786,0.00033186000253135117,0.00010385855125780268,5.3225567445988404e-05,0.000336543156960803,5.3225567445988404e-05,0.00042552309112038606
gpt56_sol_full,GPT-5.6 SOL Full,6,20,20,20,0,0,1.0,1.0,1.0,708.9110672643005,708.9110672643005,708.9110672643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt56_sol_full,GPT-5.6 SOL Full,7,20,20,20,0,0,1.0,1.0,1.0,1322.487240653481,1322.4514196191788,1322.4514196191788,2.7086843244802666e-05,0.0,4.169549243112023e-05,0.0,9.449695042287325e-05,0.0,9.449695042287325e-05
gpt56_sol_full,GPT-5.6 SOL Full,12,20,20,20,0,0,1.0,1.0,1.0,1789.7214644406463,1789.6076630016469,1789.5451791885284,9.85084110576801e-05,3.49160299750873e-05,0.00013425978638105087,0.0,0.00034917096961374297,0.0,0.00034917096961374297
gpt56_sol_full,GPT-5.6 SOL Full,18,20,20,20,0,0,1.0,1.0,1.0,2499.661747760923,2499.4647248432757,2499.402241030157,0.00010382751783844985,2.499950271816989e-05,0.00011127877608943549,0.0,0.00025000266668854225,0.0,0.00025000266668854225
gpt56_sol_full,GPT-5.6 SOL Full,29,20,20,20,0,0,1.0,1.0,1.0,536.5474715636964,536.5474715636964,536.5474715636964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt56_sol_full,GPT-5.6 SOL Full,36,20,20,20,0,0,1.0,1.0,1.0,2710.87037400346,2710.7489993360227,2710.7489993360227,4.4775324999458e-05,0.0,7.403336799838746e-05,0.0,0.00018930104470554543,0.0,0.00018930104470554543
gpt56_sol_full,GPT-5.6 SOL Full,39,20,20,20,0,0,1.0,1.0,1.0,2412.754659576065,2412.737124077884,2412.3449305605654,0.00016984677867118076,0.00016257771115149404,5.271621849827527e-05,8.76203456747011e-05,0.00021851045014274436,8.76203456747011e-05,0.00029696823074896995
gpt56_sol_full,GPT-5.6 SOL Full,42,20,20,20,0,0,1.0,1.0,1.0,2374.2236495202797,2374.124724885641,2373.8902194904344,0.00014045722380400758,9.878527375923147e-05,0.00011757193850956824,9.647813739566849e-05,0.0004887054985215133,5.264254648797174e-05,0.0004887054985215133
gpt56_sol_full,GPT-5.6 SOL Full,46,20,20,20,0,0,1.0,1.0,1.0,1194.9513235411628,1194.9513235411628,1194.9513235411628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gpt56_sol_full,GPT-5.6 SOL Full,52,20,20,20,0,0,1.0,1.0,1.0,2348.064105264607,2348.0121247378074,2347.887157111571,7.536484558032103e-05,5.3225567445988404e-05,9.704612582640014e-05,0.0,0.00026613596973441123,0.0,0.00026613596973441123
deepseek_v4_zero,DeepSeek V4 Pro Zero,6,20,20,20,0,0,1.0,1.0,1.0,708.9110672643005,708.9110672643005,708.9110672643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_v4_zero,DeepSeek V4 Pro Zero,7,20,20,20,0,0,1.0,1.0,1.0,1322.8008766946264,1322.5763872454152,1322.4514196191788,0.0002642494614647762,9.449695042287325e-05,0.000262151894251825,0.0,0.0007554759183395182,0.0,0.0007554759183395182
deepseek_v4_zero,DeepSeek V4 Pro Zero,12,20,20,19,1,0,0.95,0.95,0.95,1790.2748807414962,1790.3243490264308,1789.5451791885284,0.0004077581060561955,0.00043540104321685157,0.00015052135807145357,0.00022815653165307885,0.0005582872186269475,0.0,0.0005582872186269475
deepseek_v4_zero,DeepSeek V4 Pro Zero,18,20,20,19,1,0,0.95,0.95,0.95,2499.9263942493585,2499.9018988975095,2499.402241030157,0.000209711430436036,0.00019991094636560508,0.00013852074147741353,0.0,0.00039647140337001986,0.0,0.0003997276565954601
deepseek_v4_zero,DeepSeek V4 Pro Zero,29,20,20,20,0,0,1.0,1.0,1.0,536.5474715636964,536.5474715636964,536.5474715636964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_v4_zero,DeepSeek V4 Pro Zero,36,20,20,20,0,0,1.0,1.0,1.0,2711.266495737579,2711.20648052891,2710.7489993360227,0.0001909053186714422,0.00016876560426635885,0.00011345013046494705,3.475049933804453e-05,0.0003703913897715157,0.0,0.0004051418891095602
deepseek_v4_zero,DeepSeek V4 Pro Zero,39,20,20,17,3,0,0.85,0.85,0.85,2413.141402509895,2413.0976154794507,2412.3449305605654,0.0003301650353726478,0.00031201380422424713,0.00013842104495060892,0.000160212343515387,0.0005408484904257965,0.00015075087297095884,0.000576730839934703
deepseek_v4_zero,DeepSeek V4 Pro Zero,42,20,20,20,0,0,1.0,1.0,1.0,2374.6346329462685,2374.6293767538573,2373.8902194904344,0.00031358377473488024,0.0003113696064602665,0.0001742945497594751,5.264254648797174e-05,0.0005308920124896412,5.264254648797174e-05,0.000600767218229091
deepseek_v4_zero,DeepSeek V4 Pro Zero,46,20,20,20,0,0,1.0,1.0,1.0,1195.0710335403398,1194.9513235411628,1194.9513235411628,0.00010017981219715738,0.0,0.00011075294954208014,0.0,0.00022262180488257194,0.0,0.00022262180488257194
deepseek_v4_zero,DeepSeek V4 Pro Zero,52,20,20,20,0,0,1.0,1.0,1.0,2348.5278656142773,2348.6663269494734,2347.887157111571,0.0002728872640942031,0.00033186000253135117,0.00012089041460021517,5.3225567445988404e-05,0.00042552309112038606,5.3225567445988404e-05,0.00042552309112038606
deepseek_v4_full,DeepSeek V4 Pro Full,6,20,20,20,0,0,1.0,1.0,1.0,708.9110672643005,708.9110672643005,708.9110672643005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_v4_full,DeepSeek V4 Pro Full,7,20,20,20,0,0,1.0,1.0,1.0,1322.718176672852,1322.559694709727,1322.4514196191788,0.00020171406655531527,8.187453160228015e-05,0.00025891085847245474,0.0,0.0007554759183395182,0.0,0.0007554759183395182
deepseek_v4_full,DeepSeek V4 Pro Full,12,20,20,20,0,0,1.0,1.0,1.0,1789.883676372044,1789.717714164437,1789.5451791885284,0.00018915263355847353,9.641275219817793e-05,0.0001766374391172011,0.0,0.0005582872186269475,0.0,0.0005582872186269475
deepseek_v4_full,DeepSeek V4 Pro Full,18,20,20,20,0,0,1.0,1.0,1.0,2499.6253543079406,2499.5140482497686,2499.402241030157,8.926665509086083e-05,4.4733583805116765e-05,9.656257709893335e-05,0.0,0.00024232907150991556,0.0,0.00025000266668854225
deepseek_v4_full,DeepSeek V4 Pro Full,29,20,20,20,0,0,1.0,1.0,1.0,536.5474715636964,536.5474715636964,536.5474715636964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deepseek_v4_full,DeepSeek V4 Pro Full,36,20,20,20,0,0,1.0,1.0,1.0,2711.0952875759604,2711.2554020784532,2710.7489993360227,0.0001277463313728088,0.0001868128486092032,0.00010705033873203133,0.0,0.00023693048224969314,0.0,0.00035890230757099924
deepseek_v4_full,DeepSeek V4 Pro Full,39,20,19,19,0,1,1.0,0.95,0.95,2412.9410740746166,2413.0470019266104,2412.3449305605654,0.00024712200419555586,0.00029103274459254234,0.0001156067889081482,8.76203456747011e-05,0.0003770991124703918,8.76203456747011e-05,0.00044366327852786875
deepseek_v4_full,DeepSeek V4 Pro Full,42,20,20,20,0,0,1.0,1.0,1.0,2374.4397919781213,2374.236532105253,2373.8902194904344,0.00023150711990590732,0.00014588400591366912,0.00016725274771839428,9.647813739566849e-05,0.0005357082876002869,5.264254648797174e-05,0.0005357082876002869
deepseek_v4_full,DeepSeek V4 Pro Full,46,20,20,20,0,0,1.0,1.0,1.0,1194.9779257632022,1194.9513235411628,1194.9513235411628,2.2262180488257194e-05,0.0,6.678654146477159e-05,0.0,0.00022262180488257194,0.0,0.00022262180488257194
deepseek_v4_full,DeepSeek V4 Pro Full,52,20,20,18,2,0,0.9,0.9,0.9,2348.151505016734,2348.005544534495,2347.887157111571,0.00011258969766160035,5.0422961157025395e-05,0.00012899363142092077,0.0,0.0002900440379423072,0.0,0.00042552309112038606
